product_code,unit_of_order_code,product_name(do not edit),quantity_type(do not edit),product_tag,extra_product_details,tax_applicable(Yes or No),availability(available or limited or unavailable or hidden),cost,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,product_id(do not edit),quantity_type_id(do not edit)
'H0859','',Eggplant - Baby,Box,'E4','','No','available',35.00,46.00,49.00,54.00,49.00,49.00,45.00,54.00,45.00,f8b121d0-7d5c-469d-8301-fde9e0675ff2,73f0655b-b943-5c0e-92c6-fad4b79d53b8
'H0860','',Eggplant - Baby,Kg,'E4','','No','available',5.83,9.50,9.90,10.75,9.90,9.90,9.00,10.75,10.50,f8b121d0-7d5c-469d-8301-fde9e0675ff2,94ab9910-b3ea-495c-a740-198b0364a92f
'H0861','',Eggplant - Graffiti,Box (5kg),'E5','','No','limited',20.00,35.00,37.00,39.00,37.00,37.00,33.00,39.00,45.00,ff883630-e7cb-4eb3-8d23-8e0e6c296963,3d485084-df7f-4606-b912-b5c196504808
'H0862','',Eggplant - Graffiti,Kg,'E5','','No','limited',4.00,9.50,10.50,11.50,10.50,10.50,9.50,11.50,10.50,ff883630-e7cb-4eb3-8d23-8e0e6c296963,94ab9910-b3ea-495c-a740-198b0364a92f
'H0863','',Eggplant - Lebanese,Box (5kg),'E3','','No','available',30.00,40.00,45.00,49.50,45.00,45.00,38.00,49.50,36.00,52d2f743-fb91-47fc-b674-2857d7bd1ca7,3d485084-df7f-4606-b912-b5c196504808
'H0864','',Eggplant - Lebanese,Kg,'E3','','No','available',6.00,9.50,9.90,10.75,9.90,9.90,9.00,10.75,7.90,52d2f743-fb91-47fc-b674-2857d7bd1ca7,94ab9910-b3ea-495c-a740-198b0364a92f
'H0865','',Eggplant - Pea,Kg,'E3','','No','limited',25.00,34.00,36.00,40.80,36.00,36.00,33.00,40.80,33.00,63a6a802-bd9b-4776-a315-6e6d5cd6e33d,94ab9910-b3ea-495c-a740-198b0364a92f
'H0856','',Eggplant - Premium,Box,'M3','','No','limited',35.00,47.00,51.00,56.00,51.00,51.00,46.00,56.00,49.00,fa4e6b9c-f50c-43ce-8399-39338e223b44,73f0655b-b943-5c0e-92c6-fad4b79d53b8
'H0858','',Eggplant - Premium,Kg,'M3','','No','limited',5.00,7.75,8.30,8.90,8.30,8.30,7.50,8.90,7.80,fa4e6b9c-f50c-43ce-8399-39338e223b44,94ab9910-b3ea-495c-a740-198b0364a92f
'H0867','',Eggplant - Thai Green,Box,'E4','','No','available',35.00,46.00,49.00,55.20,49.00,49.00,44.00,55.20,44.00,069d26b9-68eb-4107-af5e-3c20113c19ed,73f0655b-b943-5c0e-92c6-fad4b79d53b8
'H0866','',Eggplant - Thai Green,Kg,'E4','','No','available',7.00,10.25,10.90,12.30,10.90,10.90,9.50,12.30,9.50,069d26b9-68eb-4107-af5e-3c20113c19ed,94ab9910-b3ea-495c-a740-198b0364a92f
'W2708','EA',Eggplant Parmigiana,Each,'Kitchen - Bulk','48 hours notice required for this product','No','available',5.50,6.00,6.00,7.20,6.00,6.00,6.00,7.20,6.00,80307cf7-7b1d-435d-8ba3-d2773665fa88,8d446963-03cb-4081-9ba7-4909f3208813
'W2782','',Eggplant Parmigiana Mini - Cafe,Each,'Kitchen','','No','available',5.00,6.00,6.00,7.20,6.00,6.00,6.00,7.20,6.00,2e7e92ff-2ff5-4a8c-91d3-203e48ccdd94,8d446963-03cb-4081-9ba7-4909f3208813
'700FR','EA',Eggs - 700g 'Country Pride',Each,'','','No','available',3.73,5.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12113bec-4b25-4f6e-a52a-11ba0dcf0911,8d446963-03cb-4081-9ba7-4909f3208813
'V2602','',Eggs - Caged 55's Cater Pack,Box (15 Doz),'C','','No','available',34.00,43.00,46.00,51.60,46.00,46.00,42.00,51.60,42.00,8b4e0742-1a3c-499b-8dbc-47c492e6b3fa,40041463-2b05-4522-a1f7-81d4c30a7619
'V2603','',Eggs - Caged 700's,Box (15 Doz),'C','','No','available',39.00,48.00,50.00,57.60,50.00,50.00,48.00,57.60,48.00,f771dc06-c900-4b54-8a45-76fb0446bfa4,40041463-2b05-4522-a1f7-81d4c30a7619
'V2604','',Eggs - Caged 700's,Doz,'C','','No','available',2.53,4.20,4.60,5.04,4.60,4.60,4.00,5.04,4.00,f771dc06-c900-4b54-8a45-76fb0446bfa4,42e1c8a8-5218-491b-9e17-ce8beef4d46a
'V2605','',Eggs - Duck,Doz,'D','48 hours notice required for this product','No','limited',32.00,50.00,55.00,60.00,55.00,55.00,48.00,60.00,48.00,c89ca918-0838-4684-8935-40db5f398480,42e1c8a8-5218-491b-9e17-ce8beef4d46a
'V2606','',Eggs - Free Range 600's,Box (15 Doz),'C','','No','available',44.00,56.00,58.00,67.20,58.00,58.00,54.00,67.20,54.00,cf0fc0fe-e2b2-40e0-8460-752e9848153e,40041463-2b05-4522-a1f7-81d4c30a7619
'V2607','',Eggs - Free Range 700's,Box (15 Doz),'C','','No','available',55.00,66.00,68.00,79.20,68.00,68.00,64.00,79.20,64.00,c20667ca-d595-46a6-bc9c-4f6263d838ae,40041463-2b05-4522-a1f7-81d4c30a7619
'V2608','',Eggs - Free Range 700's,Doz,'C','','No','available',3.60,5.20,5.60,6.24,5.60,5.60,5.00,6.24,5.00,c20667ca-d595-46a6-bc9c-4f6263d838ae,42e1c8a8-5218-491b-9e17-ce8beef4d46a
'V2609','',Eggs - Free range 350's ,1/2 Doz,'C','','No','available',1.73,2.75,3.00,3.30,3.00,3.00,2.60,3.30,2.60,9a216001-d78a-46f2-a1a6-362d2580386f,7e95b9d0-ff3f-4e4f-9dc4-3e6586f2c219
'V2610','',Eggs - Free range 350's ,Box (15 Doz),'C','','No','available',56.00,67.00,69.00,80.40,69.00,69.00,64.00,80.40,64.00,9a216001-d78a-46f2-a1a6-362d2580386f,40041463-2b05-4522-a1f7-81d4c30a7619
'V2611','',Eggs - Quail,Pn,'D','','No','available',5.00,8.00,8.45,9.60,8.45,8.45,7.50,9.60,7.50,fd87e047-8f84-4f3d-8bc9-a46dbd053e8a,8f170da3-9efc-40c7-b607-758d6b00e8a2
'B0111','',Feijoas,Each,'F5','','No','available',1.86,2.60,2.80,3.00,2.80,2.80,2.50,3.00,2.50,2bedcc62-7364-4c18-8db9-93c2f6959507,8d446963-03cb-4081-9ba7-4909f3208813
'B0112','TRAY',Feijoas,Tray,'F5','','No','available',65.00,78.00,83.00,90.00,83.00,83.00,77.00,90.00,77.00,2bedcc62-7364-4c18-8db9-93c2f6959507,4e2dbf0a-c55a-47d1-9e87-a086f2c847b4
'H0870','',Fennel - Baby,Box (20),'K6','','No','available',20.00,29.00,32.00,34.80,32.00,32.00,27.00,34.80,27.00,14d297c9-228e-4148-8fe4-2eb33a4b3bd8,8289b0ff-6bb3-45fc-a271-66e4ff9cd82c
'H0871','',Fennel - Baby,Each,'K6','','No','available',1.00,1.70,1.90,2.04,1.90,1.90,1.60,2.04,1.60,14d297c9-228e-4148-8fe4-2eb33a4b3bd8,8d446963-03cb-4081-9ba7-4909f3208813
'O1917','',Fennel - Fronds,Bunch,'K6','','No','unavailable',3.00,7.75,8.80,9.65,8.80,8.80,7.50,9.65,7.50,ba177ca7-c219-4bfd-9274-9126bb8149a9,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'H0872','',Fennel - Large,Box (20),'K6','','No','available',20.00,34.00,35.00,40.80,35.00,35.00,32.00,40.80,32.00,318fd5d9-aebd-434f-ad9b-1d70ef100c9a,8289b0ff-6bb3-45fc-a271-66e4ff9cd82c
'H0873','',Fennel - Large,Each,'K6','','No','available',1.00,2.00,2.30,2.40,2.30,2.30,1.90,2.40,1.90,318fd5d9-aebd-434f-ad9b-1d70ef100c9a,8d446963-03cb-4081-9ba7-4909f3208813
'R2206','',Fennel - Pollen,Pn (9g),'D','','No','available',9.00,19.00,20.00,22.80,20.00,20.00,19.00,22.80,19.00,a2b25c0f-5bae-4e6a-9a52-b01abe421f10,cf8f5796-566a-46e6-ae99-f629ff90801c
'M1639','Kg',Fennel - Sliced,Kg,'J8','(5mm)','No','available',9.50,16.00,16.00,19.20,16.00,16.00,16.00,19.20,16.00,83d40afc-bf5c-4d36-8ea6-b3170e908292,94ab9910-b3ea-495c-a740-198b0364a92f
'O1918','',Fennel Finger,Bunch,'K6','','No','available',5.00,7.75,8.80,9.65,8.80,8.80,7.50,9.65,7.50,c414e943-538b-4806-b5cd-0a1b32b39528,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'P2029','',Fenugreek,Bunch,'O5','','No','available',1.20,2.25,2.75,2.70,2.75,2.75,2.25,2.70,2.25,102bfed9-0160-4fa3-b155-fb3f397df2eb,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'EATFETT','CTN',Fettuccine 'Eat Pasta',CTN (12),'','','No','available',2.75,4.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,902c51c1-b57c-40e0-865e-01aefc66b3ba,976b944c-7c1b-4e6f-923f-9dbb5ce51da1
'A0021','',Figs - Black,Each,'F5','','No','available',2.00,3.00,3.25,3.45,3.25,3.25,3.00,3.45,3.00,cd8ebfdf-4c13-4ab5-9cc0-2b321aef38a6,8d446963-03cb-4081-9ba7-4909f3208813
'A0024','',Figs - Black,Kg,'F5','','No','available',35.00,50.00,53.00,56.00,53.00,53.00,49.00,56.00,49.00,cd8ebfdf-4c13-4ab5-9cc0-2b321aef38a6,94ab9910-b3ea-495c-a740-198b0364a92f
'A0025','',Figs - Black,Tray,'F5','','No','available',70.00,92.00,96.00,100.00,96.00,96.00,90.00,100.00,90.00,cd8ebfdf-4c13-4ab5-9cc0-2b321aef38a6,4e2dbf0a-c55a-47d1-9e87-a086f2c847b4
'A0026','',Figs - Bulk,Box (4kg) ,'F5','','No','unavailable',45.00,57.00,59.00,68.40,59.00,59.00,56.00,68.40,56.00,f5b22694-8560-445a-984e-0ad10d058c17,bd7c7347-b0eb-45a5-a390-3263d830cf79
'R2207','',Figs - Dried,Kg,'D','','No','unavailable',16.00,22.50,24.50,27.00,24.50,24.50,22.00,27.00,22.00,40deef68-bc4a-4f16-bd52-5e506538d845,94ab9910-b3ea-495c-a740-198b0364a92f
'R2208','',Figs - Dried IMPORT,Kg,'D','','No','limited',16.00,22.50,24.50,27.00,24.50,24.50,22.00,27.00,22.00,33c0f973-90e7-4c87-a6d8-d618186291ea,94ab9910-b3ea-495c-a740-198b0364a92f
'A0022','EA',Figs - Green,Each,'F5','','No','unavailable',1.20,1.75,1.90,2.10,1.90,1.90,1.60,2.10,1.60,9e7960ea-5b68-4f49-a946-79675927fff7,8d446963-03cb-4081-9ba7-4909f3208813
'A0027','KG',Figs - Green,Kg,'F5','','No','unavailable',17.50,25.00,26.00,30.00,26.00,26.00,24.00,30.00,24.00,9e7960ea-5b68-4f49-a946-79675927fff7,94ab9910-b3ea-495c-a740-198b0364a92f
'A0023','TRAY',Figs - Green,Tray,'F5','','No','unavailable',35.00,45.00,48.00,54.00,48.00,48.00,44.00,54.00,44.00,9e7960ea-5b68-4f49-a946-79675927fff7,4e2dbf0a-c55a-47d1-9e87-a086f2c847b4
'W2771','EA',Filo - Ricotta Feta & Spinach,Each,'Kitchen','48 hours notice required for this product','No','available',5.00,40.80,40.80,48.96,40.80,40.80,40.80,48.96,40.80,85119f1a-79bf-4308-a443-5e358b2c7ec9,8d446963-03cb-4081-9ba7-4909f3208813
'FFSP','BOX',Finger Food  Sample Pack,Box,'','','No','available',11.76,40.00,40.00,48.00,48.00,40.00,40.00,40.00,45.20,190579e9-0825-4f8f-98bb-797994ca147d,73f0655b-b943-5c0e-92c6-fad4b79d53b8
'6144066','CTN',Flour - Plain 'Kialla',CTN (6),'','','No','available',5.31,8.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8a313123-d8d3-49b7-87ed-772cd6b1b059,6f863200-b855-4fb9-addb-fa79918800ef
'6144091','CTN',Flour - Self Raising 'Kialla',CTN (6),'','','No','available',5.31,8.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9c383b6b-844b-4813-be0a-13bc5f17469a,6f863200-b855-4fb9-addb-fa79918800ef
'Y2901','BUN',Flowers - Alstroemeria,Bunch,'Q2','','Yes','unavailable',6.00,8.50,9.00,10.20,9.00,9.00,7.50,10.20,7.50,4a6e98ba-eee1-49b8-8fec-82a4315bf165,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'N1709','',Flowers - Bulk Flowers,Pn,'Q2','','No','unavailable',25.00,35.00,37.00,42.00,37.00,37.00,35.00,42.00,35.00,063bd530-9cc2-4e68-99ee-c9314c82c02d,8f170da3-9efc-40c7-b607-758d6b00e8a2
'Y2902','BUN',Flowers - Daffodils,Bunch,'Q2','','Yes','unavailable',6.00,8.50,9.00,10.20,9.00,9.00,7.50,10.20,7.50,d84008a0-9c03-4fc7-a86b-58eda93e1398,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'Y2903','',Flowers - Dried Gum,Bunch,'Q2','','Yes','unavailable',6.00,8.50,9.00,10.20,9.00,9.00,7.50,10.20,7.50,20cb8780-a97b-497d-b981-f3f3331f3429,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'Y2904','BUN',Flowers - Early Cheer,Bunch,'Q2','','Yes','unavailable',6.00,8.50,9.00,10.20,9.00,9.00,7.50,10.20,7.50,f6f0afca-8212-4691-bd79-cfaea851b1be,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'N1870','BAG',Flowers - Edible Dried Mixed Confetti,Bag (40g),'','','No','available',29.95,40.00,43.00,48.00,48.00,43.00,40.00,40.00,40.00,59b3beb2-367f-4943-b1dc-bdfdcbccdb23,fcefefb2-051f-4538-a37a-0250e535a2cd
'Y2905','BUN',Flowers - Freesia,Bunch,'Q2','','Yes','unavailable',7.00,9.50,10.00,11.40,10.00,10.00,9.50,11.40,9.50,3b52f8c0-6cab-4f19-bed6-820d4d78e044,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'Y2906','',Flowers - Glasshouse Chrysanthemum,Bunch,'Q2','','Yes','unavailable',7.00,9.50,10.00,11.40,10.00,10.00,9.50,11.40,9.50,27a2dfeb-7e83-437f-a558-34fd7055510d,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'Y2907','',Flowers - Iris,Bunch,'Q2','','Yes','unavailable',5.00,6.50,7.00,7.80,7.00,7.00,6.50,7.80,6.50,c567570d-492c-45df-922e-f458522948d7,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'Y2908','',Flowers - Jonquil,Bunch,'Q2','','Yes','unavailable',5.00,6.50,7.00,7.80,7.00,7.00,6.50,7.80,6.50,b3daea01-6805-4405-b11b-805bb95f4889,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'N1750','',Flowers - Lavender,Pn,'N4','','No','unavailable',5.50,8.00,8.50,9.60,8.50,8.50,8.00,9.60,8.00,eebb642f-1b07-4c17-afa1-76393835fb1d,8f170da3-9efc-40c7-b607-758d6b00e8a2
'Y2909','',Flowers - Magnolia,Bunch,'Q2','','Yes','unavailable',5.00,6.50,7.00,7.80,7.00,7.00,6.50,7.80,6.50,8e747737-c157-4816-8c7a-c060212013ff,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'Y2910','',Flowers - Medium Pink Oriental Lily,Bunch,'Q2','','Yes','unavailable',6.00,8.50,9.00,10.20,9.00,9.00,8.50,10.20,8.50,be861340-c265-485e-8981-4e34057ae162,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'Y2911','',Flowers - Mixed Native Posy,Bunch,'Q2','','Yes','unavailable',5.00,7.50,8.50,9.00,8.50,8.50,7.50,9.00,7.50,d845ca44-a9c3-42a1-93c2-c6586470fec0,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'Y2912','',Flowers - Mixed Posy (Deluxe),Bunch,'Q2','','Yes','unavailable',5.00,7.50,8.50,9.00,8.50,8.50,7.50,9.00,7.50,9b76f907-71df-4ee7-89d9-9bcf6a4ab1d0,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'Y2913','',Flowers - Mixed Posy (Standard),Bunch,'Q2','','Yes','unavailable',5.00,7.50,8.50,9.00,8.50,8.50,7.50,9.00,7.50,282056f6-482a-4187-921f-e738785ef14f,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'Y2914','',Flowers - Orchids In Ceramic Pot,Pot,'Q2','','Yes','unavailable',14.00,18.00,19.00,21.60,19.00,19.00,17.00,21.60,17.00,acc96c8a-6e3a-453c-9bc6-4525ab27391a,89ffaf58-5d36-42c3-ba17-f5a7d2f41116
'Y2915','',Flowers - Protea,Bunch,'Q2','','Yes','unavailable',6.00,7.50,8.00,9.00,8.00,8.00,7.50,9.00,7.50,b54e44a2-e9a6-4685-9a50-effd2041e32f,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'Y2916','',Flowers - Ranunculus,Bunch,'Q2','','Yes','unavailable',5.00,7.00,7.50,8.40,7.50,7.50,7.00,8.40,7.00,f30920a8-fb5b-4588-b112-681ac9847d8c,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'Y2917','',Flowers - Roses,Bucket,'Q2','','Yes','unavailable',30.00,45.00,48.00,54.00,48.00,48.00,45.00,54.00,45.00,e12a2529-b999-4119-963b-e204a3e88fec,afaf65b7-612a-4765-be5d-2bb19ef49584
'Y2918','',Flowers - Roses 40cm,Bunch,'Q2','','Yes','unavailable',5.00,7.50,8.00,9.00,8.00,8.00,7.50,9.00,7.50,25777fcb-c890-4135-9838-c9c3e519894e,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'Y2919','',Flowers - Roses 50cm,Bunch,'Q2','','Yes','unavailable',6.00,8.50,9.00,10.20,9.00,9.00,8.50,10.20,8.50,b2eb9a4d-ef83-4ccf-a963-61abd4596582,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'Y2920','',Flowers - Short Asiatic Lily,Bunch,'Q2','','Yes','unavailable',3.00,4.50,5.00,5.40,5.00,5.00,4.50,5.40,4.50,07ea39cf-e90f-4919-aa4c-85faf4b4d22f,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'Y2921','',Flowers - Short Kale,Bunch,'Q2','','Yes','unavailable',4.00,7.00,7.50,8.40,7.50,7.50,6.50,8.40,6.50,9f39b4c0-6082-4451-8a78-4563da06b5a5,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'Y2922','',Flowers - Short Lisianthus,Bunch,'Q2','','Yes','unavailable',5.00,7.50,8.00,9.00,8.00,8.00,7.00,9.00,7.00,771d9757-2a7f-47cc-b806-5e9dbcf22a2e,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'Y2923','',Flowers - Short Tulips,Bunch,'Q2','','Yes','unavailable',3.00,4.50,5.50,5.40,5.50,5.50,4.50,5.40,4.50,80fa37b7-3855-4444-aed7-c5fb1e1e32e2,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'Y2924','',Flowers - Short White November Lily,Bunch,'Q2','','Yes','unavailable',4.00,5.50,6.00,6.60,6.00,6.00,5.50,6.60,5.50,d02372f7-ef37-4cad-97d7-b5721d3559de,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'Y2925','',Flowers - Singapore Orchids,Bunch,'Q2','','Yes','unavailable',3.00,4.50,5.00,5.40,5.00,5.00,4.50,5.40,4.50,82758a54-c82c-4d3b-8575-8db870d95362,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'Y2926','',Flowers - Sweet William,Bunch,'Q2','','Yes','unavailable',2.50,3.50,3.75,4.20,3.75,3.75,3.50,4.20,3.50,480f3bbb-5659-4b3d-9361-4aa64ad7dc99,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'Y2927','',Flowers - Thrip,Bunch,'Q2','','No','unavailable',5.00,7.50,8.00,9.00,8.00,8.00,7.50,9.00,7.50,909a002d-7f37-4e8e-af46-9ac93ce7a751,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'Y2928','BUN',Flowers - Waratah,Bunch,'Q2','','Yes','unavailable',11.00,15.00,16.00,18.00,16.00,16.00,15.00,18.00,15.00,2c0af1b8-b21d-4e37-bcab-17e2b88de3fc,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'Q2102','',Flowers - Waxflower,Bunch,'O1','','Yes','unavailable',7.50,10.50,11.25,12.60,11.25,11.25,10.50,12.60,10.50,257206dc-e0e4-4d00-aed9-14e0d700e73b,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'Y2929','',Flowers Asiatic Lillies,Bunch,'Q2','','Yes','unavailable',12.00,20.00,22.00,24.00,22.00,22.00,20.00,24.00,20.00,2ad1b18c-da79-42ec-ad3e-381ab37707d6,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'N1714','',Flowers Edible - Calendula,Pn,'N4','','No','unavailable',6.00,8.50,9.00,10.20,9.00,9.00,7.50,10.20,7.50,c3cf80e5-8a43-4f0a-86dd-03b5f3ea7c06,8f170da3-9efc-40c7-b607-758d6b00e8a2
'N1731','',Flowers Edible - Nasturtium,Pn,'N4','','No','available',6.00,8.50,9.00,10.20,9.00,9.00,7.50,10.20,7.50,97602ec7-3605-4101-990b-decbb1fd6fcd,8f170da3-9efc-40c7-b607-758d6b00e8a2
'N1748','',Flowers Edible - Viola,Pn,'N4','','No','available',6.00,8.50,9.00,10.20,9.00,9.00,7.50,10.20,7.50,9a548f1f-e208-4390-a4e9-9925f9da69c8,8f170da3-9efc-40c7-b607-758d6b00e8a2
'N1712','',Flowers Edible Brassica,Pn,'N4','','No','unavailable',6.00,8.50,9.00,10.20,9.00,9.00,7.50,10.20,7.50,7e151865-53e9-4b59-92d2-542b857dd2e5,8f170da3-9efc-40c7-b607-758d6b00e8a2
'N1713','',Flowers Edible Broad Bean,Pn,'N4','','No','unavailable',6.00,8.50,9.00,10.20,9.00,9.00,7.50,10.20,7.50,e6a8221c-391f-4d8c-ab52-63e3878359aa,8f170da3-9efc-40c7-b607-758d6b00e8a2
'N1715','',Flowers Edible Chives Purple,Pn,'N4','','No','unavailable',6.00,8.50,9.00,10.20,9.00,9.00,7.50,10.20,7.50,2709b99c-1e9c-493c-a749-ed8ab1e154b6,8f170da3-9efc-40c7-b607-758d6b00e8a2
'N1716','',Flowers Edible Confetti,Pn,'N4','','No','available',6.00,8.50,9.00,10.20,9.00,9.00,7.50,10.20,7.50,bbe56b3b-eb5e-4330-8e0f-aa22c50d567b,8f170da3-9efc-40c7-b607-758d6b00e8a2
'N1720','',Flowers Edible Cornflower,Pn,'N4','','No','available',6.00,8.50,9.00,10.20,9.00,9.00,7.50,10.20,7.50,e5abb4b1-d322-4efd-b995-26592fb23a72,8f170da3-9efc-40c7-b607-758d6b00e8a2
'N1721','',Flowers Edible Cucumber,Each,'N4','','No','unavailable',1.30,1.90,2.00,2.28,2.00,2.00,1.80,2.28,1.80,68ea8ec6-baf1-42cb-90fd-f0c2047c78c1,8d446963-03cb-4081-9ba7-4909f3208813
'N1722','',Flowers Edible Dianthus,Pn,'N4','','No','available',6.00,8.50,9.00,10.20,9.00,9.00,7.50,10.20,7.50,013dc4d3-00c5-473f-8499-513646a9825b,8f170da3-9efc-40c7-b607-758d6b00e8a2
'N1723','',Flowers Edible Dianthus Mini,Pn,'N4','','No','unavailable',6.00,8.50,9.00,10.20,9.00,9.00,7.50,10.20,7.50,4b047543-1a18-40e3-9161-9a452b6dbd7e,8f170da3-9efc-40c7-b607-758d6b00e8a2
'N1724','',Flowers Edible Elderflower,Kg,'N4','','No','unavailable',15.00,24.00,25.50,28.80,25.50,25.50,24.00,28.80,24.00,0c6bdcdc-5bfa-4691-a587-a36dc18af813,94ab9910-b3ea-495c-a740-198b0364a92f
'N1725','',Flowers Edible Elderflower,Pn,'N4','','No','unavailable',5.55,8.50,9.00,10.20,9.00,9.00,7.25,10.20,7.25,0c6bdcdc-5bfa-4691-a587-a36dc18af813,8f170da3-9efc-40c7-b607-758d6b00e8a2
'N1726','',Flowers Edible Fuchsia,Pn,'N4','','No','unavailable',6.00,8.50,9.00,10.20,9.00,9.00,7.50,10.20,7.50,0955a1d2-a2bf-4a97-ae26-b879730f2728,8f170da3-9efc-40c7-b607-758d6b00e8a2
'N1727','',Flowers Edible Linaria,Pn,'N4','','No','available',6.00,8.50,9.00,10.20,9.00,9.00,7.50,10.20,7.50,6456e569-5a1f-468d-9170-6617d19ea85d,8f170da3-9efc-40c7-b607-758d6b00e8a2
'N1729','',Flowers Edible Marigold,Pn,'N4','','No','available',6.00,8.50,9.00,10.20,9.00,9.00,7.50,10.20,7.50,3c9df119-4f96-4e62-be52-7b5453437398,8f170da3-9efc-40c7-b607-758d6b00e8a2
'N1710','',Flowers Edible Mix,Pn,'N4','','No','available',6.00,8.50,9.00,10.20,9.00,9.00,7.50,10.20,7.50,f4d0ef77-0e24-4856-95b3-85f2539dcf2f,8f170da3-9efc-40c7-b607-758d6b00e8a2
'N1732','',Flowers Edible Nasturtium Leaf,Pn,'N4','','No','limited',6.00,8.50,9.00,10.20,9.00,9.00,7.50,10.20,7.50,75da9a30-9205-412b-ace9-a05cc83b8c8c,8f170da3-9efc-40c7-b607-758d6b00e8a2
'N1733','',Flowers Edible Nigella,Pn,'N4','','No','unavailable',6.00,8.50,9.00,10.20,9.00,9.00,7.50,10.20,7.50,3d576b09-44be-48e3-9839-e83c06961704,8f170da3-9efc-40c7-b607-758d6b00e8a2
'N1734','',Flowers Edible Pansy,Pn,'N4','','No','available',6.00,8.50,9.00,10.20,9.00,9.00,7.50,10.20,7.50,21017f5c-fff2-4a98-8688-63260fefc282,8f170da3-9efc-40c7-b607-758d6b00e8a2
'N1735','',Flowers Edible Pelargonium,Pn,'N4','','No','unavailable',6.00,8.50,9.00,10.20,9.00,9.00,7.50,10.20,7.50,875f1aea-085c-4178-86f9-210baed80e47,8f170da3-9efc-40c7-b607-758d6b00e8a2
'N1739','',Flowers Edible Pineapple Sage,Pn,'N4','','No','unavailable',3.00,4.50,5.00,5.40,5.00,5.00,4.50,5.40,4.50,642f95ec-2600-4f92-9738-93da067fc287,8f170da3-9efc-40c7-b607-758d6b00e8a2
'N1740','',Flowers Edible Rocket,Pn,'N4','','No','unavailable',6.00,8.50,9.00,10.20,9.00,9.00,7.50,10.20,7.50,c63c8fd3-2c66-4513-a1eb-969936c4de73,8f170da3-9efc-40c7-b607-758d6b00e8a2
'N1741','',Flowers Edible Rose Petals,Pn,'N4','','No','available',6.00,8.50,9.00,10.20,9.00,9.00,7.50,10.20,7.50,f2afc805-119d-48ad-856f-de26ae78071b,8f170da3-9efc-40c7-b607-758d6b00e8a2
'Q2151','',Flowers Edible Rosella,Kg,'R','','No','unavailable',35.00,45.00,46.50,54.00,46.50,46.50,44.00,54.00,44.00,f525244f-0672-4054-913b-e71da1fb10fb,94ab9910-b3ea-495c-a740-198b0364a92f
'N1743','',Flowers Edible Rosemary,Pn,'N4','','No','unavailable',6.00,8.50,9.00,10.20,9.00,9.00,7.50,10.20,7.50,c91c4c99-262c-4498-b939-e3252b8256f7,8f170da3-9efc-40c7-b607-758d6b00e8a2
'N1744','',Flowers Edible Sage,Pn,'N4','','No','unavailable',5.00,8.50,9.00,10.20,9.00,9.00,7.50,10.20,7.50,7be95611-e6f6-436d-8b0a-4db480398b20,8f170da3-9efc-40c7-b607-758d6b00e8a2
'N1745','',Flowers Edible Snapdragon,Pn,'N4','','No','available',6.00,8.50,9.00,10.20,9.00,9.00,7.50,10.20,7.50,2e5d934e-6d7b-4526-a0f1-24a31f1b95c2,8f170da3-9efc-40c7-b607-758d6b00e8a2
