product_code,unit_of_order_code,product_name(do not edit),quantity_type(do not edit),product_tag,extra_product_details,tax_applicable(Yes or No),availability(available or limited or unavailable or hidden),cost,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,product_id(do not edit),quantity_type_id(do not edit)
'L1373','',Potatoes - Pink Eye ,Kg,'H2','','No','available',3.50,4.90,5.40,5.88,5.40,5.40,4.90,5.88,4.90,bd1699a9-eac9-4c0b-9928-d66bc136a313,94ab9910-b3ea-495c-a740-198b0364a92f
'L1374','',Potatoes - Pink Eye 'Dobson',Box,'H2','','No','unavailable',35.00,44.00,45.00,52.80,45.00,45.00,42.00,52.80,42.00,c1357fb9-2112-4c87-bf1b-732cba6f4afc,73f0655b-b943-5c0e-92c6-fad4b79d53b8
'L1376','',Potatoes - Purple Congo,Box (5kg),'H2','','No','available',55.00,64.00,67.00,76.80,67.00,67.00,63.00,76.80,63.00,52c5562f-f9b3-45d9-9e02-8ba3ccd04561,3d485084-df7f-4606-b912-b5c196504808
'L1377','',Potatoes - Purple Congo,Kg,'H2','','No','available',11.00,14.50,15.50,17.40,15.50,15.50,14.00,17.40,14.00,52c5562f-f9b3-45d9-9e02-8ba3ccd04561,94ab9910-b3ea-495c-a740-198b0364a92f
'L1378','',Potatoes - Purple Congo 'Dobson',Box (10kg),'H2','','No','unavailable',50.00,62.00,65.00,74.40,65.00,65.00,60.00,74.40,60.00,a9b53239-04a8-4744-9f5c-1b9e0ff7f25a,578eb97d-53f1-4e79-a2b4-67cea6e7e12b
'L1379','',Potatoes - Purple Sapphire,Box (10kg),'H2','','No','available',35.00,47.00,52.00,57.00,52.00,52.00,45.00,57.00,45.00,e2744001-3562-46be-8241-4f6158e10e4a,578eb97d-53f1-4e79-a2b4-67cea6e7e12b
'L1380','',Potatoes - Purple Sapphire,Kg,'H2','','No','available',3.50,6.60,7.40,8.50,7.40,7.40,6.50,8.50,6.50,e2744001-3562-46be-8241-4f6158e10e4a,94ab9910-b3ea-495c-a740-198b0364a92f
'L1384','BAG',Potatoes - Red,Bag (10kg),'H5','','No','available',7.00,10.50,12.00,13.50,12.00,12.00,10.00,13.50,9.50,04d54751-ef12-4979-b375-e22047c8dfad,dcfbc050-a4b9-49aa-9fe4-13e4d6237b79
'L1381','',Potatoes - Red Large,Bag (20kg),'I5','','No','available',20.00,27.00,30.00,33.00,30.00,30.00,26.00,33.00,33.00,e4928245-834c-4202-8a08-450a090ef903,3e8c8d0a-d03e-42b1-a14a-8ada3722b918
'L1382','',Potatoes - Red Large,Kg,'I5','','No','available',1.00,1.65,1.85,2.00,1.85,1.85,1.60,2.00,2.00,e4928245-834c-4202-8a08-450a090ef903,94ab9910-b3ea-495c-a740-198b0364a92f
'L1383','',Potatoes - Red Medium,Box (15kg),'H2','','No','limited',25.00,34.00,37.00,42.00,37.00,37.00,33.00,42.00,33.00,40bf4a18-beae-4fdd-98e9-d1923af29f0e,b6f5f70b-64a5-442d-be21-ad517f978076
'L1385','',Potatoes - Red Medium,Kg,'H2','','No','limited',1.67,2.25,2.80,3.20,2.80,2.80,2.25,3.20,2.25,40bf4a18-beae-4fdd-98e9-d1923af29f0e,94ab9910-b3ea-495c-a740-198b0364a92f
'L1386','',Potatoes - Red Small,Bag (20kg),'I1','','No','available',15.00,24.00,27.00,30.00,30.00,27.00,23.00,33.00,26.00,f5208012-088f-41a5-bedd-9deeacf1d461,3e8c8d0a-d03e-42b1-a14a-8ada3722b918
'L1387','',Potatoes - Red Small,Kg,'I1','','No','available',0.75,1.40,1.55,1.65,1.80,1.55,1.30,1.95,1.60,f5208012-088f-41a5-bedd-9deeacf1d461,94ab9910-b3ea-495c-a740-198b0364a92f
'L1388','',Potatoes - Royal Blue,Box (15kg),'H2','','No','available',30.00,39.00,42.50,46.00,42.50,42.50,38.00,46.00,37.00,10adbcf6-2fac-4ef7-8202-81b82ed7d7a4,b6f5f70b-64a5-442d-be21-ad517f978076
'L1390','',Potatoes - Royal Blue,Kg,'H2','','No','available',2.00,2.95,3.30,3.65,3.30,3.30,2.95,3.65,2.75,10adbcf6-2fac-4ef7-8202-81b82ed7d7a4,94ab9910-b3ea-495c-a740-198b0364a92f
'L1392','',Potatoes - Russet,Box,'A','','No','available',25.00,34.00,37.00,40.00,37.00,37.00,33.00,40.00,42.00,b5b33b93-9a44-4e0e-8334-a2a57c025449,73f0655b-b943-5c0e-92c6-fad4b79d53b8
'L1393','',Potatoes - Russet,Kg,'A','','No','available',1.67,2.75,2.95,3.30,2.95,2.95,2.65,3.30,4.50,b5b33b93-9a44-4e0e-8334-a2a57c025449,94ab9910-b3ea-495c-a740-198b0364a92f
'M1595','PKT',Potatoes - Salt & Pepper 'Ready2Eat',Pkt,'N6','','No','available',2.65,3.50,3.70,4.20,3.70,3.70,3.00,4.20,3.00,4d47b32c-7048-4046-9f4e-be2d70481e79,01c59a1d-4652-4df5-a9e5-b79b96bda82d
'L1401','',Potatoes - Washed,Bag (10kg),'H5','','No','available',6.00,9.00,9.50,10.50,9.50,9.50,8.80,10.50,8.50,8d882e13-c32b-40a6-bbfd-fc7a8ebd52bb,dcfbc050-a4b9-49aa-9fe4-13e4d6237b79
'L1402','',Potatoes - Washed,Bag (2.5kg),'H5','','No','available',3.50,5.00,5.50,6.00,5.50,5.50,4.75,6.00,4.00,8d882e13-c32b-40a6-bbfd-fc7a8ebd52bb,33575ae6-8aad-4c14-9921-5df547c888bf
'L1403','',Potatoes - Washed,Bag (5kg),'H5','','No','available',3.00,5.50,6.00,6.50,6.00,6.00,5.00,6.50,5.00,8d882e13-c32b-40a6-bbfd-fc7a8ebd52bb,305f8071-b64c-488d-8ac9-09703d6e68b1
'L1396','',Potatoes - Washed (Large),Bag (20kg),'I1','','No','available',18.00,26.00,29.00,32.00,29.00,29.00,25.00,32.00,28.00,b117768f-7dfb-4f71-b73b-6051589a45c3,3e8c8d0a-d03e-42b1-a14a-8ada3722b918
'L1397','',Potatoes - Washed (Large),Kg,'I1','','No','available',0.90,1.75,1.90,2.10,1.90,1.90,1.65,2.10,1.80,b117768f-7dfb-4f71-b73b-6051589a45c3,94ab9910-b3ea-495c-a740-198b0364a92f
'L1398','',Potatoes - Washed (Medium),Box (15kg),'H2','','No','available',25.00,33.00,36.00,39.00,36.00,36.00,32.00,39.00,32.00,abf09e06-6ae6-482a-8518-5a0055a88c72,b6f5f70b-64a5-442d-be21-ad517f978076
'L1399','',Potatoes - Washed (Medium),Kg,'H2','','No','available',1.66,2.75,3.20,3.60,3.20,3.20,2.75,3.60,2.75,abf09e06-6ae6-482a-8518-5a0055a88c72,94ab9910-b3ea-495c-a740-198b0364a92f
'L1400','',Potatoes - Washed Small (LnE),Kg,'H2','','No','available',1.00,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,3d7814df-597a-485d-88bb-5ce0056025ef,94ab9910-b3ea-495c-a740-198b0364a92f
'W2744','',Potatoes - Wedges,Pkt (800g),'J4','48 hours notice required for this product','No','unavailable',2.00,4.79,4.79,5.75,4.79,4.79,4.79,5.75,4.79,15355567-e654-4b2e-8387-2aa213ae5c0c,7cc960e9-9f2c-4d76-a1c6-30d26db34219
'M1597','KG',Potatoes Kipfler Peeled,Kg,'J4','48 hours notice required for this product','No','available',9.50,12.50,13.00,15.00,13.00,13.00,12.50,15.00,12.50,fb680eb9-f628-4cf2-ba9f-15f49953971d,94ab9910-b3ea-495c-a740-198b0364a92f
'L1406','',Potatoes Sweet White,Box,'D','','No','limited',70.00,88.00,92.00,96.00,92.00,92.00,86.00,96.00,86.00,ad85a9ee-c3fe-4cd2-bccc-03b32324ccd9,73f0655b-b943-5c0e-92c6-fad4b79d53b8
'T2405','',Produce Rolls,Box,'S1','','No','available',33.00,44.00,47.00,52.80,47.00,47.00,40.00,52.80,40.00,11712d46-5a88-45f1-aab8-a59447e1d86a,73f0655b-b943-5c0e-92c6-fad4b79d53b8
'T2406','',Produce Rolls,Each,'S1','','No','available',5.50,8.00,9.00,9.60,9.00,9.00,7.50,9.60,7.50,11712d46-5a88-45f1-aab8-a59447e1d86a,8d446963-03cb-4081-9ba7-4909f3208813
'W2775','EA',Pudding - Bread & Butter,Each (1),'Kitchen','48 hours notice required for this product','No','available',5.00,7.50,7.50,9.00,7.50,7.50,7.50,9.00,7.50,dc212896-eb60-4e2a-90a1-b9331cfdde55,acaf0896-df59-46bd-aa03-12f053da28a6
'M1599','',Pumpkin (Peeled & Diced),Bag (5kg),'J4','48 hours notice required for this product','No','available',13.75,19.50,20.50,22.00,20.50,20.50,18.75,22.00,18.75,0fd75d49-d857-4aa5-b582-607e107b9e40,305f8071-b64c-488d-8ac9-09703d6e68b1
'L1407','',Pumpkin - Barbara,Kg,'D','','No','unavailable',1.50,2.25,2.40,2.70,2.40,2.40,2.25,2.70,2.25,86a6e50c-8b2e-4718-a5de-bd2faf6cd378,94ab9910-b3ea-495c-a740-198b0364a92f
'L1408','',Pumpkin - Butternut,Box (18kg),'A','','No','available',40.00,50.00,53.00,56.00,53.00,53.00,49.00,56.00,40.00,1ccccc77-3613-45f6-97cc-09f7ad0910c4,016d9a8c-27b1-47ff-8e50-173b8d196210
'L1409','',Pumpkin - Butternut,Each,'A','','No','available',0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1ccccc77-3613-45f6-97cc-09f7ad0910c4,8d446963-03cb-4081-9ba7-4909f3208813
'L1410','',Pumpkin - Butternut,Kg,'A','','No','available',1.40,2.15,2.45,2.70,2.45,2.45,2.00,2.70,1.60,1ccccc77-3613-45f6-97cc-09f7ad0910c4,94ab9910-b3ea-495c-a740-198b0364a92f
'M1600','',Pumpkin - Butternut Peeled,Bag (5kg),'J4','48 hours notice required for this product','No','available',20.00,27.00,29.00,31.00,29.00,29.00,26.00,31.00,26.00,6f2a362b-5fed-4010-a45c-50bd55eb2076,305f8071-b64c-488d-8ac9-09703d6e68b1
'M1630','BAG',Pumpkin - Chunks 25mm,Bag (5kg),'J8','','No','available',17.50,26.00,28.00,30.00,28.00,28.00,25.00,30.00,25.00,35ec8d7c-a131-4650-b5fb-2c7df6faff5d,305f8071-b64c-488d-8ac9-09703d6e68b1
'L1411','',Pumpkin - Gold Nuggets,Each,'D','','No','available',0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,beaacdcc-ac1d-4d9d-99d2-cf6420ddedf1,8d446963-03cb-4081-9ba7-4909f3208813
'L1412','',Pumpkin - Grey,Each,'A','','No','available',0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,04f3c7a2-3a2b-4774-8cb6-400010dfadc7,8d446963-03cb-4081-9ba7-4909f3208813
'L1413','',Pumpkin - Grey,Kg,'A','','No','available',0.60,1.20,1.35,1.50,1.35,1.35,1.15,1.50,1.10,04f3c7a2-3a2b-4774-8cb6-400010dfadc7,94ab9910-b3ea-495c-a740-198b0364a92f
'L1414','',Pumpkin - Halloween,Kg,'D','','No','unavailable',2.00,3.00,3.30,3.60,3.30,3.30,3.00,3.60,3.00,8ffef925-3b94-4a00-9838-59ff0df8d425,94ab9910-b3ea-495c-a740-198b0364a92f
'L1415','',Pumpkin - Heirloom,Each,'D','','No','unavailable',0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8c31f358-a825-4405-80ef-893b6c86c35b,8d446963-03cb-4081-9ba7-4909f3208813
'L1416','',Pumpkin - Heirloom,Kg,'D','','No','unavailable',4.00,5.00,5.50,6.00,5.50,5.50,4.50,6.00,4.50,8c31f358-a825-4405-80ef-893b6c86c35b,94ab9910-b3ea-495c-a740-198b0364a92f
'L1417','',Pumpkin - Jap / Kent,Each,'A','','No','available',0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,989e761c-d3fc-4b4c-b5e9-d7c6a56ac55e,8d446963-03cb-4081-9ba7-4909f3208813
'L1418','',Pumpkin - Jap / Kent,Kg,'A','','No','available',0.80,1.50,1.65,1.80,1.65,1.65,1.40,1.80,1.00,989e761c-d3fc-4b4c-b5e9-d7c6a56ac55e,94ab9910-b3ea-495c-a740-198b0364a92f
'L1419','',Pumpkin - Minikin ,Kg,'D','','No','unavailable',2.00,2.95,3.20,3.54,3.20,3.20,2.80,3.54,2.80,fa65c594-195d-4718-af2c-cedcfde8871b,94ab9910-b3ea-495c-a740-198b0364a92f
'M1598','Bag',Pumpkin - Peeled Portioned (70mm x 40mm),Bag (5kg),'J4','48 hours notice required for this product','No','available',13.75,19.50,20.50,22.00,20.50,20.50,18.75,22.00,18.75,ca787c57-1364-44b2-865e-8b3c0c8889aa,305f8071-b64c-488d-8ac9-09703d6e68b1
'M1601','',Pumpkin Peeled,Bag (5kg),'J4','48 hours notice required for this product','No','available',12.00,15.50,16.00,17.00,16.00,16.00,15.50,17.00,12.00,aa705fca-1be5-4c0d-a373-1566f5ed9463,305f8071-b64c-488d-8ac9-09703d6e68b1
'P2056','',Purslane,Pn,'O2','','No','limited',6.00,8.50,8.75,10.20,8.75,8.75,8.50,10.20,8.50,a017c370-82ec-49a3-901b-7b55fbaad198,8f170da3-9efc-40c7-b607-758d6b00e8a2
'W2776','EA',Quiche - Cheese Bacon Leek,Each (1),'Kitchen','48 hours notice required for this product','No','available',4.00,6.00,6.00,7.20,6.00,6.00,6.00,7.20,6.00,36aae78c-3e3e-4801-9c38-db2d2db748c5,acaf0896-df59-46bd-aa03-12f053da28a6
'W2779','EA',Quiche - Mushroom Leek Cheese,Each (1),'Kitchen','48 hours notice required for this product','No','available',4.00,6.00,6.00,7.20,6.00,6.00,6.00,7.20,6.00,ea108608-3629-4d03-a7f6-1af584503516,acaf0896-df59-46bd-aa03-12f053da28a6
'W2778','EA',Quiche - Pumpkin Feta Spinach Leek,Each (1),'Kitchen','48 hours notice required for this product','No','available',4.00,6.00,6.00,7.20,6.00,6.00,6.00,7.20,6.00,c54724b2-c9e8-4279-bc4b-3ecd5ebaddb4,acaf0896-df59-46bd-aa03-12f053da28a6
'C0253','',Quince,Box,'G3','','No','available',30.00,44.00,47.00,50.00,47.00,47.00,43.00,50.00,45.00,6785d599-98a5-488f-a77c-064ad2cf099d,73f0655b-b943-5c0e-92c6-fad4b79d53b8
'C0254','',Quince,Kg,'G3','','No','available',2.50,4.20,4.50,4.85,4.50,4.50,4.00,4.85,4.20,6785d599-98a5-488f-a77c-064ad2cf099d,94ab9910-b3ea-495c-a740-198b0364a92f
'M1620','KG',Quince Peeled & Cored,Kg,'J4','','No','limited',16.44,22.00,23.00,26.40,23.00,23.00,22.00,26.40,22.00,31d5d2d0-a22c-4123-8243-a096eac77da3,94ab9910-b3ea-495c-a740-198b0364a92f
'H0896','',Qukes - Mini Munchkins Snacking,Pn,'E2','','No','unavailable',1.00,1.50,1.70,1.80,1.70,1.70,1.50,1.80,1.50,d7799e70-a2c0-4b64-b6c2-409479fe4099,8f170da3-9efc-40c7-b607-758d6b00e8a2
'H0897','',Qukes - Mini Munchkins Snacking,Tray,'E2','','No','unavailable',10.00,18.00,20.00,21.60,20.00,20.00,18.00,21.60,18.00,d7799e70-a2c0-4b64-b6c2-409479fe4099,4e2dbf0a-c55a-47d1-9e87-a086f2c847b4
'O1923','',Radish - Black,Kg,'L3','','No','unavailable',4.00,5.50,5.85,6.60,5.85,5.85,5.50,6.60,5.50,b4984823-cbe1-4028-8a80-c7b16e87cb44,94ab9910-b3ea-495c-a740-198b0364a92f
'H0898','',Radish - Daikon ,Bag,'I6','','No','available',25.00,33.75,37.50,41.00,37.50,37.50,33.00,41.00,33.00,6866c464-a75b-4cad-9f2e-a18e7cf18eab,db833092-abb5-46a9-a198-2694ef7fb0d4
'H0900','',Radish - Daikon ,Kg,'I6','','No','available',2.50,3.95,4.40,4.80,4.40,4.40,3.90,4.80,3.90,6866c464-a75b-4cad-9f2e-a18e7cf18eab,94ab9910-b3ea-495c-a740-198b0364a92f
'M1602','',Radish - Daikon (Julienne),Kg,'J4','48 hours notice required for this product','No','available',6.85,9.90,10.30,11.88,10.30,10.30,9.90,11.88,9.90,f9895779-53b5-4fb7-bf0b-65381e888cf6,94ab9910-b3ea-495c-a740-198b0364a92f
'O1925','',Radish - Daikon Purple ,Bunch,'L4','','No','limited',2.50,3.90,4.10,4.68,4.10,4.10,3.90,4.68,3.90,1ffe7660-9e83-416d-8c5d-54d70a328c3b,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'O1926','',Radish - French Breakfast,Bunch,'L3','','No','available',2.00,3.30,3.70,3.96,3.70,3.70,3.30,3.96,3.30,8cd9ff92-1d3b-41b4-8543-4a0d2125e8f7,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'O1924','',Radish - French Breakfast Petite,Pn,'L3','','No','available',4.50,9.00,9.50,10.00,9.50,9.50,8.50,10.00,8.50,56eeccaf-38ec-4cac-875c-b8092cdd5938,8f170da3-9efc-40c7-b607-758d6b00e8a2
'O1929','',Radish - Rainbow,Bunch,'L3','','No','available',2.00,3.30,3.65,3.96,3.65,3.65,3.00,3.96,3.00,e4f4aa18-9bff-4647-a0e8-bd3075126e71,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'O1931','',Radish - Red,Bunch,'L3','','No','available',1.00,1.50,1.75,1.80,1.75,1.75,1.50,1.80,1.50,2a3e28cd-38c5-4744-a19d-90e71399f7be,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'O1932','',Radish - Red Petite,Pn,'N4','','No','available',6.00,9.00,9.50,10.00,9.50,9.50,8.50,10.00,8.50,3025073d-5978-4881-957b-da2c74512586,8f170da3-9efc-40c7-b607-758d6b00e8a2
'O1942','Bag',Radish - Watermelon,Bag (10kg),'K3','','No','available',50.00,67.00,70.00,80.40,70.00,70.00,65.00,80.40,65.00,c751a7cb-eff3-416a-a0b9-0706db6c7d18,dcfbc050-a4b9-49aa-9fe4-13e4d6237b79
'O1933','',Radish - Watermelon,Bunch,'K3','','No','available',3.00,5.00,5.50,6.00,5.50,5.50,4.50,6.00,4.50,c751a7cb-eff3-416a-a0b9-0706db6c7d18,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'O1943','KG',Radish - Watermelon,Kg,'K3','','No','available',3.00,7.70,8.40,9.24,8.40,8.40,7.50,9.24,7.50,c751a7cb-eff3-416a-a0b9-0706db6c7d18,94ab9910-b3ea-495c-a740-198b0364a92f
'R2216','',Raisins - Golden,Kg,'D','','No','available',12.50,15.90,16.90,19.08,16.90,16.90,15.50,19.08,15.50,1dd9e0f1-25c1-41d7-8a48-4495eb1d1b7f,94ab9910-b3ea-495c-a740-198b0364a92f
'B0155','',Rambutans,Kg,'F5','','No','available',10.00,16.00,17.00,19.20,17.00,17.00,15.00,19.20,15.00,63f9b3cb-ad54-46ce-b6d2-a38de63612b6,94ab9910-b3ea-495c-a740-198b0364a92f
'F0513','',Raspberries,Pn (125g),'E6','','No','available',6.82,8.50,8.70,8.90,8.70,8.70,8.00,8.90,4.90,55d21f18-6727-4514-9539-6f879f0a56f9,4c7dba49-a40f-4b5f-a7b2-b309abda19d1
'F0514','',Raspberries,Tray (12),'E6','','No','available',81.75,94.00,96.00,99.00,96.00,96.00,92.00,99.00,52.00,55d21f18-6727-4514-9539-6f879f0a56f9,635752ea-b817-4e36-9c4b-6898b4b28025
'F0515','',Raspberries (2nds),Pn,'E6','','No','unavailable',2.50,3.00,3.00,3.60,3.00,3.00,3.00,3.60,3.00,ad0e4b06-b036-4214-96db-37c8e24f2195,8f170da3-9efc-40c7-b607-758d6b00e8a2
'F0516','',Raspberries - Golden,Pn,'E6','','No','unavailable',4.50,5.50,5.75,6.60,5.75,5.75,5.50,6.60,5.50,9920d5c9-76ad-4263-8a33-35a71c99f1e9,8f170da3-9efc-40c7-b607-758d6b00e8a2
'F0517','PUN',Red Bayberries,Pn,'E7','','No','unavailable',4.00,6.00,6.50,7.20,6.50,6.50,5.50,7.20,5.50,6ed12bd7-a4a0-4f85-9629-c13f09dc6f72,8f170da3-9efc-40c7-b607-758d6b00e8a2
'F0518','TRAY',Red Bayberries,Tray,'E7','','No','unavailable',32.00,39.00,41.00,46.80,41.00,41.00,38.00,46.80,38.00,6ed12bd7-a4a0-4f85-9629-c13f09dc6f72,4e2dbf0a-c55a-47d1-9e87-a086f2c847b4
'N1843','',Red Garnet,Pn (100g) ,'N5','','No','available',5.50,7.00,7.50,8.40,7.50,7.50,7.00,8.40,7.00,11ac2b1d-3a31-4d3d-a95b-6418fa3879e8,845b1c01-6f33-4048-b0fd-0c9c4e410112
'T2407','',Red Nets,Each,'S1','','No','available',6.00,8.00,8.50,9.60,8.50,8.50,8.00,9.60,8.00,862319a2-6764-4d5f-aa68-00b912c24fa6,8d446963-03cb-4081-9ba7-4909f3208813
'J1150','',Rhubarb,Bunch,'P5','','No','available',3.00,4.00,4.40,4.80,4.40,4.40,3.90,4.80,2.75,5dc39d1a-f7ef-4235-a2cb-fa4336ad608a,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'5581537','CTN',Rice - Basmati 'Absolute Organic',CTN (10),'','','No','available',4.49,8.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,364d21a6-4c4d-452f-8d04-0f280bb39904,662d9770-a1ae-454d-94d1-ceddd05a4d89
'5581535','CTN',Rice - Jasmine 'Absolute Organic',CTN (10),'','','No','available',4.49,8.99,8.99,8.99,8.99,8.99,8.99,8.99,8.99,ccb00cfc-f85c-4aeb-85cf-f26fc892960b,662d9770-a1ae-454d-94d1-ceddd05a4d89
'P2057','',Rice Paddy Herb,Bunch,'O2','','No','available',1.00,1.55,1.75,1.90,1.75,1.75,1.50,1.90,1.50,f9279ede-dfcc-4170-b021-cc4dbf221265,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'I1066','',Rocket - Wild,Box (1.5kg),'O7','','No','available',10.25,14.00,15.50,17.00,15.50,15.50,14.00,17.00,14.00,2aadd8d4-735e-44e5-bc4c-47e67cf9d1a4,3dc751a4-c389-4c99-88f3-b154d9d5cbce
'I1067','',Rocket - Wild,Kg,'O7','','No','available',6.93,14.00,15.50,17.00,15.50,15.50,14.00,17.00,14.00,2aadd8d4-735e-44e5-bc4c-47e67cf9d1a4,94ab9910-b3ea-495c-a740-198b0364a92f
'I1068','',Rocket - Wild 'Flow',Box (16),'N1','','No','available',20.80,26.00,28.00,31.20,28.00,28.00,25.00,31.20,25.00,45df96a7-2587-4ee6-a2d8-3623481a7553,55da2406-ecd7-4549-a824-897b50a68b76
'I1069','',Rocket - Wild 'Flow',Pn (100g) ,'N1','','No','available',1.30,1.75,1.85,2.10,1.85,1.85,1.65,2.10,1.65,45df96a7-2587-4ee6-a2d8-3623481a7553,845b1c01-6f33-4048-b0fd-0c9c4e410112
'A0073','',Rockmelon,Box,'B','','No','available',30.00,39.00,42.50,45.00,42.50,42.50,38.00,45.00,17.50,95d1eb9d-45de-4916-a8ab-18ab7d734a39,73f0655b-b943-5c0e-92c6-fad4b79d53b8
'A0074','',Rockmelon,Each,'B','','No','available',3.75,4.95,5.45,5.90,5.45,5.45,4.95,5.90,2.50,95d1eb9d-45de-4916-a8ab-18ab7d734a39,8d446963-03cb-4081-9ba7-4909f3208813
'W2745','',Rockmelon Pieces,Each (300g),'Kitchen','48 hours notice required for this product','No','available',4.50,5.19,5.19,6.23,5.19,5.19,5.19,6.23,5.19,fb3c1c46-c169-4b71-a6af-ab7914f338ba,ce2726c1-c57c-4d7b-940e-82248a984c2b
'A0076','',Rockmelons (LnE),Kg,'B','','No','unavailable',2.20,2.90,2.90,3.28,3.28,2.90,2.90,2.90,2.90,13e2b1c1-e7bc-485a-b634-179ca151e7c0,94ab9910-b3ea-495c-a740-198b0364a92f
'P2058','',Rosemary,Bunch,'P3','','No','available',2.00,2.85,3.00,3.25,3.00,3.00,2.75,3.25,2.40,e398b0e7-8326-4dca-9797-de69df8e2117,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'P2080','',Rosemary - Loose,Bag (500g),'O1','','No','available',10.00,15.50,16.50,17.50,16.50,16.50,14.50,17.50,14.50,bde3bbd6-1e60-4460-8f6e-9330d7edd10b,be67c5cd-a8eb-4254-9ff1-7109735b1273
'P2059','',Sage,Bunch,'P4','','No','available',2.00,2.70,3.00,3.30,3.60,3.00,2.60,3.90,2.50,43851bda-2f6f-4945-9cdb-3654aad5f52a,8c3d6a06-432f-4dd4-a1f8-ad595ebde6ed
'P2060','',Sage 'Retail Pnt',Pn,'O2','','No','limited',1.60,2.50,2.80,3.00,2.80,2.80,2.20,3.00,2.20,33f3cd23-9f8b-4a4d-9efd-25fb9d626f45,8f170da3-9efc-40c7-b607-758d6b00e8a2
'P2085','BAG',Sage - Loose,Bag (500g),'O6','','No','available',21.00,28.00,28.00,33.60,28.00,28.00,28.00,33.60,28.00,2809a074-4f19-4a29-9b0f-a791cd5c22ad,be67c5cd-a8eb-4254-9ff1-7109735b1273
'P2061','',Sage - Pineapple,Pn,'O5','','No','unavailable',5.00,7.50,8.00,9.00,8.00,8.00,7.50,9.00,7.50,b230f304-87f0-460a-9982-62594246ef6d,8f170da3-9efc-40c7-b607-758d6b00e8a2
'BKQS','Each',"Salad - Broccoli, Kale & Quinoa (Kitchen)",Each,'','','No','available',11.84,30.00,30.00,36.00,36.00,30.00,30.00,30.00,33.90,226d1be1-41b4-43b6-8862-d3b592184a6c,8d446963-03cb-4081-9ba7-4909f3208813
'W2753','',Salad - Chicken Caesar,Each (260g),'Kitchen','48 hours notice required for this product','No','available',5.50,8.50,6.38,10.20,6.38,6.38,6.38,10.20,6.38,578b2bef-f0ac-437c-9de4-72845ae9d1f8,91eac636-44d9-43ec-8c24-e726eb6310a7
'W2754','',Salad - Chicken Tandoori,Each (260g),'Kitchen','48 hours notice required for this product','No','available',5.50,8.50,6.38,10.20,6.38,6.38,6.38,10.20,6.38,fc9ef5b2-b2d8-47df-a4c1-90e10829873e,91eac636-44d9-43ec-8c24-e726eb6310a7
'CPS','Each',Salad - Chipotle Potato (Kitchen),Each,'','','No','available',10.50,30.00,30.00,36.00,36.00,30.00,30.00,30.00,33.90,8ae77f62-ff88-47d8-b087-2d4c8619dfcd,8d446963-03cb-4081-9ba7-4909f3208813
'CS','Each',Salad - Coleslaw (Kitchen),Each,'','','No','available',10.93,30.00,30.00,36.00,36.00,30.00,30.00,30.00,33.90,3cb10c84-c1d9-444c-9b97-ce524537c113,8d446963-03cb-4081-9ba7-4909f3208813
'CPS','Each',Salad - Creamy Potato (Kitchen),Each,'','','No','available',10.25,30.00,30.00,36.00,36.00,30.00,30.00,30.00,33.90,bfc343c2-adfa-415e-915f-5508f4546fe6,8d446963-03cb-4081-9ba7-4909f3208813
'W2746','',Salad - Fattoush,Each (300g),'Kitchen','48 hours notice required for this product','No','available',4.99,5.59,5.59,6.71,5.59,5.59,5.59,6.71,5.59,9ae841e3-2e60-4a31-80ce-f4a66f422865,ce2726c1-c57c-4d7b-940e-82248a984c2b
'FS','Each',Salad - Fattoush (Kitchen),Each,'','','No','available',15.65,30.00,30.00,36.00,36.00,30.00,30.00,30.00,33.90,fca797f5-9d30-4001-8091-b1f8dd47a656,8d446963-03cb-4081-9ba7-4909f3208813
'W2747','',"Salad - Fattoush, Falafel & Hummus",Each (300g),'Kitchen','48 hours notice required for this product','No','available',4.99,5.59,5.59,6.71,5.59,5.59,5.59,6.71,5.59,0ec06499-294e-473f-b6ed-21e9ad50eda5,ce2726c1-c57c-4d7b-940e-82248a984c2b
'Gs102','EA',Salad - Greek,Each (300g),'','','No','available',4.15,5.59,5.59,6.71,6.71,5.59,5.59,5.59,6.32,200c7fd2-28f1-43a5-b4cc-dda19c0440f9,ce2726c1-c57c-4d7b-940e-82248a984c2b
